,location_name,charge_point_operator,owner,full_address,region,island,is_open_24_hours,car_park_count,has_carpark_cost,max_time_limit,number_of_connectors,connectors_list,has_charging_cost,has_tourist_attraction,latitude,longitude,current_type,operative_status_connectors,inoperative_status_connectors,unknown_status_connectors,ac_type_1_tethered_connector,ac_type_2_socketed_connector,dc_type_1_tethered_connector,dc_type_2_tethered_connector,dc_type_1_ccs_connector,dc_type_2_ccs_connector,dc_type_2_socketed_connector,dc_chademo_connector,ac_type_2_tethered_connector,min_ac_type_1_tethered_power_kw,max_ac_type_1_tethered_power_kw,min_ac_type_2_socketed_power_kw,max_ac_type_2_socketed_power_kw,min_dc_type_1_ccs_power_kw,max_dc_type_1_ccs_power_kw,min_dc_type_2_ccs_power_kw,max_dc_type_2_ccs_power_kw,min_dc_type_1_tethered_power_kw,max_dc_type_1_tethered_power_kw,min_dc_type_2_tethered_power_kw,max_dc_type_2_tethered_power_kw,min_dc_type_2_socketed_power_kw,max_dc_type_2_socketed_power_kw,min_dc_chademo_power_kw,max_dc_chademo_power_kw,min_ac_type_2_tethered_power_kw,max_ac_type_2_tethered_power_kw,date_first_operational,operational_month,operational_year
140,Browns Bay,Plug and Save,Plug & Save,297 Anzac Road Browns Bay,Auckland,North,True,4,False,Unlimited,4,"{DC, 160 kW, Type 2 CCS, Status: Unknown, Count:3},{DC, 160 kW, CHAdeMO, Status: Unknown, Count:1}",True,False,-36.7165534435762,174.746217163749,DC,0,0,4,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,,,
141,Albany Mega centre,Plug and Save,Plug & Save,140 Don Mckinnon Drive,Auckland,North,True,4,False,Unlimited,4,"{DC, 160 kW, Type 2 CCS, Status: Unknown, Count:3},{DC, 160 kW, CHAdeMO, Status: Unknown, Count:1}",True,False,-36.7306941081731,174.706132282514,DC,0,0,4,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,,,
142,Eastridge Shopping centre,Plug and Save,Plug & Save,"215 Kepa Rd, Mission Bay",Auckland,North,True,2,False,Unlimited,2,"{DC, 160 kW, CHAdeMO, Status: Unknown, Count:1},{DC, 160 kW, Type 2 CCS, Status: Unknown, Count:1}",True,False,-36.8604194374155,174.829596855533,DC,0,0,2,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,,,
143,Meadowlands,Plug and Save,Plug & Save,"129 Meadowland Drive, Sommerville",Auckland,North,True,2,False,Unlimited,2,"{DC, 160 kW, CHAdeMO, Status: Operative, Count:1},{DC, 160 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.9131298285287,174.927658616261,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,2024-10-01,10,2024
144,Takapuna - Smales Farm,Plug and Save,Plug & Save,"73 Taharoto Rd, Smales Farm",Auckland,North,True,4,False,Unlimited,4,"{DC, 160 kW, Type 2 CCS, Status: Unknown, Count:3},{DC, 160 kW, CHAdeMO, Status: Unknown, Count:1}",True,False,-36.7845589121297,174.754252528545,DC,0,0,4,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,,,
145,Cameron Rd,Plug and Save,Plug & Save,"387 Cameron Rd, Tauranga",Bay of Plenty,North,True,2,False,Unlimited,2,"{DC, 160 kW, CHAdeMO, Status: Operative, Count:1},{DC, 160 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.6921540548185,176.162531072713,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,2024-10-01,10,2024
146,Mangawhai,Plug and Save,Plug & Save,"191  Molesworth Drive, Mangawhai ",Northland,North,True,2,False,Unlimited,2,"{DC, 160 kW, CHAdeMO, Status: Operative, Count:1},{DC, 160 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.1055460902424,174.582478151251,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,2024-10-01,10,2024
147,639 Great South Road,JOLT,JOLT Charge,"639 Great South Road, Manukau, Auckland, 2104, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.9886198637453,174.882401300791,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-11-08,11,2024
148,112 Whitford Road on Whitford,JOLT,JOLT Charge,"112 Whitford Road, Somerville, Auckland, 2014, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.9140574199608,174.927842300287,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-09-30,9,2024
149,4 Carr Road,JOLT,JOLT Charge,"4 Carr Road, Mount Roskill, Auckland, 1042, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.9150238043343,174.756137656833,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-07-26,7,2024
150,427 Main South Road,JOLT,JOLT Charge,"427 Main South Road, Hornby, Christchurch , 8042, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-43.5437739647684,172.52266044639,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-06-27,6,2024
151,3050 Great South Road,JOLT,JOLT Charge,"3050 Great South Road, New Lynn, Auckland, 600, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.9057644731805,174.686480471462,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-08-15,8,2024
152,149 Blenheim Road,JOLT,JOLT Charge,"149 Blenheim Road, Riccarton, Christchurch , 8011, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-43.537943,172.596503,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-07-19,7,2024
153,179 Blenheim Road,JOLT,JOLT Charge,"179 Blenheim Road , Sockburn, Christchurch , 8023, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-43.5377809910736,172.594971535684,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-07-19,7,2024
154,6 Alfriston Road,JOLT,JOLT Charge,"6 Alfriston Rd, Manurewa, Auckland, 2102, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.0230235990995,174.899831854975,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-10-30,10,2024
155,155 Lincoln Road,JOLT,JOLT Charge,"155 Lincoln Road, Henderson, Auckland, 610, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.8632339552715,174.629380378017,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-08-12,8,2024
156,228 Great South Road,JOLT,JOLT Charge,"226 Great South Road, Takanini, Auckland, 2112, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.0485230185482,174.927168625692,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-07-24,7,2024
157,112 Whitford Road on Meadowland,JOLT,JOLT Charge,"112 Whitford Road, Somerville, Auckland, 2014, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.9133837594695,174.927845529283,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-09-30,9,2024
158,627 Mount Wellington Highway,JOLT,JOLT Charge,"627 Mt Wellington Highway, Auckland, Auckland, 1062, New Zealand",Auckland,North,True,1,False,Unlimited,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-36.929375670285,174.842565280362,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2024-09-30,9,2024
159,Z Taipa,Z Energy,Z Energy,"570 State Highway 10, Taipa 0420",Northland,North,True,3,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-34.9961443050195,173.465184597946,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,50,,,,,,,50,50,,,,,
160,Z Courtenay St,Z Energy,Z Energy,CNR COURTENAY STREET AND LIARDET STREET,Taranaki,North,True,4,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-39.057735673984,174.076491635347,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,200,200,,,,,,,25,25,,,,,
161,Challenge Culverden,Z Energy,Z Energy,"18 Mountainview Rd, Culverden, Canterbury",Canterbury,South,True,2,False,Unlimited,2,"{DC, 180 kW, CHAdeMO, Status: Operative, Count:1},{DC, 180 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-42.775547,172.847595,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,,,
162,Z Queenstown,Z Energy,Z Energy,"846 FRANKTON ROAD, QUEENSTOWN, QUEENSTOWN",Otago,South,True,3,False,Unlimited,3,"{DC, 120 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 120 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-45.0171671968757,168.716065997044,DC,3,0,0,False,False,False,False,False,True,False,True,False,,,,,,,120,120,,,,,,,120,120,,,,,
163,Z Curletts Rd,Z Energy,Z Energy,CNR CURLETTS AND BLENHEIM ROADS,Canterbury,South,True,4,False,Unlimited,4,"{DC, 120 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 120 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.5389188778425,172.567763027288,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,120,120,,,,,,,120,120,,,,,
164,Z Caroline Bay,Z Energy,Z Energy,"62 Theodosia Street, Timaru 7910",Canterbury,South,True,6,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Inoperative, Count:4}",True,False,-44.3937354284391,171.247773833045,DC,0,4,0,False,False,False,False,False,True,False,False,False,,,,,,,200,200,,,,,,,,,,,2023-12-08,12,2023
165,Gisborne Woolworths,Counties Energy,Woolworths NZ,"109-115 Carnarvon St, Gisborne, Gisborne, 4010",Gisborne,North,True,2,False,Unlimited,2,"{DC, 47 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-38.661767,178.018137,DC,2,0,0,False,False,False,False,False,True,False,False,False,,,,,,,47,47,,,,,,,,,,,,,
166,Waiata Shores Woolworths,Counties Energy,Woolworths NZ,"2 Periko Way, Takanini, Auckland, 2112",Auckland,North,True,4,False,Unlimited,4,"{DC, 47 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 11 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-37.035535,174.908137,Mixed,4,0,0,False,True,False,False,False,True,False,False,False,,,11,11,,,47,47,,,,,,,,,,,,,
167,Caro St,WEL Networks Ltd,We.EV,"4 Caro Street, Hamilton Central, Hamilton 3204",Waikato,North,True,2,False,Unlimited,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.7883140927807,175.281291918334,DC,3,0,0,False,False,False,True,False,True,False,True,False,,,,,,,50,50,,,50,50,,,50,50,,,2018-01-01,1,2018
168,Hampton Downs,WEL Networks Ltd,We.EV,"Hampton Downs Road, Hampton Downs, Te Kauwhata 3782",Waikato,North,True,2,False,Unlimited,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, Type 2 Socketed, Status: Operative, Count:1}",True,False,-37.3547380286695,175.080482068966,DC,3,0,0,False,False,False,False,False,True,True,True,False,,,,,,,50,50,,,,,50,50,50,50,,,2018-01-01,1,2018
169,Innovation Park,WEL Networks Ltd,We.EV,"3 Melody Lane, Hamilton East 3216",Waikato,North,True,2,False,Unlimited,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.7780431956257,175.309661315627,DC,3,0,0,False,False,False,True,False,True,False,True,False,,,,,,,50,50,,,50,50,,,50,50,,,2018-01-01,1,2018
170,MADE Building,WEL Networks Ltd,We.EV,"1 Cook Street, Hamilton East, Hamilton 3216",Waikato,North,True,2,False,90,4,"{DC, 30 kW, CHAdeMO, Status: Operative, Count:2},{DC, 30 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-37.7932855303937,175.292661576598,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,30,30,,,,,,,30,30,,,2023-10-25,10,2023
171,Matamata CBD,WEL Networks Ltd,We.EV,"Gouk Street Car Park, Matamata ",Waikato,North,True,2,False,Unlimited,4,"{DC, 30 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 30 kW, CHAdeMO, Status: Operative, Count:2}",True,False,-37.8090761616599,175.77520849896,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,30,30,,,,,,,30,30,,,2024-08-01,8,2024
172,Maui St,WEL Networks Ltd,We.EV,"114 Maui Street, Pukete, Hamilton 3200",Waikato,North,True,2,False,Unlimited,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.7316828784181,175.222544671698,DC,3,0,0,False,False,False,True,False,True,False,True,False,,,,,,,50,50,,,50,50,,,50,50,,,2018-01-01,1,2018
173,Morrinsville Event Center,WEL Networks Ltd,We.EV,"4 Ron Ladd Place, Morrinsville 3300",Waikato,North,True,2,False,Unlimited,4,"{DC, 30 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 30 kW, CHAdeMO, Status: Operative, Count:2}",True,False,-37.6590782535067,175.530458556656,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,30,30,,,,,,,30,30,,,2024-09-01,9,2024
174,Raglan Bow St,WEL Networks Ltd,We.EV,"43 Bow Street, Raglan 3225",Waikato,North,True,2,False,Unlimited,3,"{DC, 60 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 60 kW, CHAdeMO, Status: Operative, Count:1},{DC, 60 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.8003182348908,174.870288344138,DC,3,0,0,False,False,False,True,False,True,False,True,False,,,,,,,60,60,,,60,60,,,60,60,,,2023-10-19,10,2023
175,Te Kauwhata,WEL Networks Ltd,We.EV,"16 Wayside Road, Te Kauwhata 3782",Waikato,North,True,2,False,Unlimited,3,"{DC, 50 kW, Type 2 Tethered, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.4125454894971,175.127440908513,DC,3,0,0,False,False,False,True,False,True,False,True,False,,,,,,,50,50,,,50,50,,,50,50,,,2018-01-01,1,2018
176,Waitomo Mystery Creek,WEL Networks Ltd,We.EV,"Corner Ohaupo &  Airport Roads, Hamilton 3282",Waikato,North,True,2,False,Unlimited,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, Type 2 Socketed, Status: Operative, Count:1}",True,False,-37.876710467568,175.324557630909,DC,3,0,0,False,False,False,False,False,True,True,True,False,,,,,,,50,50,,,,,50,50,50,50,,,2018-01-01,1,2018
177,Waitomo Ruakura Superhub,WEL Networks Ltd,We.EV,"2 Kurarere Lane, Ruakura, Hamilton 3286",Waikato,North,True,4,False,Unlimited,4,"{DC, 160 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 160 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.7792339592194,175.333088528578,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,160,160,,,,,,,160,160,,,2023-05-11,5,2023
178,Woolworths Bridge St,WEL Networks Ltd,WEL Networks Ltd,"Cnr Bridge & Anglesea Street, Hamilton, Waikato 3204",Waikato,North,True,4,False,Unlimited,5,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 30 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 30 kW, CHAdeMO, Status: Operative, Count:1}",False,False,-37.7936315565743,175.286324699967,Mixed,5,0,0,False,True,False,False,False,True,False,True,False,,,22,22,,,25,30,,,,,,,25,30,,,2018-01-01,1,2018
179,Woolworths Claudelands,WEL Networks Ltd,WEL Networks Ltd,"160 Peachgrove Road, Hamilton East 3216",Waikato,North,True,4,False,Unlimited,5,"{DC, 30 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False,False,-37.7786718430622,175.298762284484,Mixed,5,0,0,False,True,False,False,False,True,False,True,False,,,22,22,,,25,30,,,,,,,25,25,,,2018-01-01,1,2018
180,Woolworths Hamilton North,WEL Networks Ltd,WEL Networks Ltd,"Cnr Anglesea & Liverpool Street, Hamilton 3204",Waikato,North,True,4,False,Unlimited,5,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 30 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 30 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",False,False,-37.7816404833745,175.274263060626,Mixed,5,0,0,False,True,False,False,False,True,False,True,False,,,22,22,,,25,30,,,,,,,25,30,,,2018-01-01,1,2018
181,Woolworths Huntly,WEL Networks Ltd,WEL Networks Ltd,"16 - 18 Tumate Mahuta Drive, Huntly, Waikato 3700",Waikato,North,True,4,False,Unlimited,5,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 30 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 30 kW, CHAdeMO, Status: Operative, Count:1}",False,False,-37.564685871827,175.158396245221,Mixed,5,0,0,False,True,False,False,False,True,False,True,False,,,7,7,,,25,30,,,,,,,25,30,,,2018-01-01,1,2018
182,Woolworths Rototuna,WEL Networks Ltd,WEL Networks Ltd,"3 Fergy Place, Rototuna North, Hamilton 3210",Waikato,North,True,4,False,Unlimited,5,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 30 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 30 kW, CHAdeMO, Status: Operative, Count:1}",False,False,-37.7223759029734,175.257781019867,Mixed,5,0,0,False,True,False,False,False,True,False,True,False,,,22,22,,,25,30,,,,,,,25,30,,,2018-01-01,1,2018
183,Woolworths St James,WEL Networks Ltd,WEL Networks Ltd,"Cnr Hukunui & Thomas Rds, Rototuna, Hamilton 3210",Waikato,North,True,4,False,Unlimited,5,"{DC, 30 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",False,False,-37.7319232563128,175.27359490985,Mixed,5,0,0,False,True,False,False,False,True,False,True,False,,,22,22,,,25,30,,,,,,,25,25,,,2018-01-01,1,2018
184,Waitomo Rotorua Central,WEL Networks Ltd,We.EV,"1290 Amohau Street, Rotorua 3010",Bay of Plenty,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-38.1403746,176.2472691,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2025-03-05,3,2025
185,Waihi Silverton Carpark,WEL Networks Ltd,We.EV,"3 Silverton Road, Waihi 3610",Waikato,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.3923624,175.8400777,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2025-08-21,8,2025
186,New Plymouth Vivian St,WEL Networks Ltd,We.EV,"14 Vivian Street, New Plymouth Central, New Plymouth 4310",Taranaki,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-39.0594436,174.0743189,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2025-04-22,4,2025
187,Raglan Wallis St,WEL Networks Ltd,We.EV,"36C Wallis Street, Raglan 3225",Waikato,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.7980435,174.8713787,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2025-01-17,1,2025
188,Waitomo Rotorua Fairy Springs,WEL Networks Ltd,We.EV,"63 Fairy Springs Road, Fairy Springs, Rotorua 3015",Bay of Plenty,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-38.1179280927688,176.228322874558,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2025-03-04,3,2025
189,Waitomo Wellington Tinakori,WEL Networks Ltd,We.EV,"37 Hutt Road, Pipitea, Wellington 6035",Wellington,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.2662344205374,174.782819565423,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2025-04-11,4,2025
190,Richmond Woolworths,Counties Energy,Woolworths NZ,"144 Salisbury Rd, Richmond, Nelson, 7020",Nelson,South,True,4,False,Unlimited,4,"{DC, 100 kW, Type 2 CCS, Status: Operative, Count:2},{AC, 11 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.334207,173.201828,Mixed,4,0,0,False,True,False,False,False,True,False,False,False,,,11,11,,,100,100,,,,,,,,,,,,,
191,Z Wairoa,Z Energy,Z Energy,"3 Achilles Street, Wairoa 4108",Hawke's Bay,North,True,3,False,Unlimited,4,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-39.0353376294898,177.418268001631,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,50,,,,,,,50,50,,,,,
192,Z Mosgiel,Z Energy,Z Energy,"Cnr Gladstone Road and, Quarry Road, Mosgiel 9024",Otago,South,True,4,False,Unlimited,4,"{DC, 120 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 120 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-45.886018,170.354271,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,120,120,,,,,,,120,120,,,,,
193,Z Greenlane,Z Energy,Z Energy,"128 Green Lane East, Greenlane, Auckland 1051",Auckland,North,True,4,False,Unlimited,4,"{DC, 120 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 120 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.890155,174.795887,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,120,120,,,,,,,120,120,,,,,
194,BP Connect Warkworth,Vector,Vector,"67 Auckland Road,Auckland,Warkworth,0910",Auckland,North,True,1,False,120,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",False,False,-36.4081402,174.6598009,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2016-02-06,2,2016
195,Vector,Vector,Vector,"101 Carlton Gore Road,Newmarket,Auckland",Auckland,North,True,3,False,120,3,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:2},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,False,-36.8652,174.773632,DC,0,0,3,False,False,True,True,False,False,False,False,False,,,,,,,,,3,3,3,3,,,,,,,2016-02-06,2,2016
196,Takanini Village,Vector,Vector,"30 Walters Road,Takanini,Auckland,2112",Auckland,North,True,1,False,120,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",False,False,-37.048889,174.932611,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2016-02-06,2,2016
197,BP Connect Pakuranga,Vector,Vector,"322 Pakuranga Rd,Pakuranga Heights,Auckland,2010",Auckland,North,True,2,False,120,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",False,False,-36.902296,174.896278,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2016-02-06,2,2016
198,Vodafone Events Centre,Vector,Vector,"770 Great South Road,Wiri,Manukau",Auckland,North,True,1,False,120,2,"{DC, 3 kW, Type 1 Tethered, Status: Unknown, Count:1},{DC, 3 kW, Type 2 Tethered, Status: Unknown, Count:1}",False,False,-36.998846,174.88685,DC,0,0,2,False,False,True,True,False,False,False,False,False,,,,,,,,,3,3,3,3,,,,,,,2016-02-06,2,2016
