,location_name,charge_point_operator,owner,full_address,region,island,is_open_24_hours,car_park_count,has_carpark_cost,max_time_limit,number_of_connectors,connectors_list,has_charging_cost,has_tourist_attraction,latitude,longitude,current_type,operative_status_connectors,inoperative_status_connectors,unknown_status_connectors,ac_type_1_tethered_connector,ac_type_2_socketed_connector,dc_type_1_tethered_connector,dc_type_2_tethered_connector,dc_type_1_ccs_connector,dc_type_2_ccs_connector,dc_type_2_socketed_connector,dc_chademo_connector,ac_type_2_tethered_connector,min_ac_type_1_tethered_power_kw,max_ac_type_1_tethered_power_kw,min_ac_type_2_socketed_power_kw,max_ac_type_2_socketed_power_kw,min_dc_type_1_ccs_power_kw,max_dc_type_1_ccs_power_kw,min_dc_type_2_ccs_power_kw,max_dc_type_2_ccs_power_kw,min_dc_type_1_tethered_power_kw,max_dc_type_1_tethered_power_kw,min_dc_type_2_tethered_power_kw,max_dc_type_2_tethered_power_kw,min_dc_type_2_socketed_power_kw,max_dc_type_2_socketed_power_kw,min_dc_chademo_power_kw,max_dc_chademo_power_kw,min_ac_type_2_tethered_power_kw,max_ac_type_2_tethered_power_kw,date_first_operational,operational_month,operational_year
0,Ormiston Town Centre,Plug and Save,Todd Property Ormiston Town Centre Limited,"240 Ormiston road, Flat Bush, Auckland, 2012, New Zealand",Auckland,North,True,14,False,Unlimited,14,"{AC, 32 kW, Type 2 Socketed, Status: Operative, Count:9},{AC, 32 kW, Type 1 Tethered, Status: Operative, Count:4},{AC, 25 kW, Type 2 Socketed, Status: Operative, Count:1}",False,False,-36.9648860428412,174.912617279983,AC,14,0,0,True,True,False,False,False,False,False,False,False,32,32,25,32,,,,,,,,,,,,,,,2021-03-25,3,2021
1,Waikato Innovation Park,Hikotron,Hikotron,"Waikato Innovation Park, 1 Melody Lane, Hamilton East, Hamilton 3216",Waikato,North,True,4,False,Unlimited,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,False,-37.7781574798876,175.30805906559,AC,4,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2022-10-01,10,2022
2,Te Awamutu Events Centre,Hikotron,Hikotron,"Events Centre Car Park Mahoe Street, Te Awamutu 3800",Waikato,North,True,4,False,Unlimited,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,False,-38.0080929,175.3249891,AC,4,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2022-05-10,5,2022
3,Hamilton Electric Vehicles,Hikotron,Hikotron,"Cnr West Street and, Lincoln Street, Frankton, Hamilton 3200",Waikato,North,True,2,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-37.7881084019164,175.258355890002,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,,,
4,Colonial City Motel,Hikotron,Hikotron,"2 Pembroke Lane, Hamilton Lake, Hamilton 3204",Waikato,North,True,2,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-37.79317,175.280269,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2022-03-01,3,2022
5,Matangi Factory,Hikotron,Hikotron,"452 Tauwhare Road, Tamahere 3284",Waikato,North,True,2,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-37.805253,175.39685,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2022-05-21,5,2022
6,Cambridge Duke St Carpark,Hikotron,Hikotron,"Duke Street Car Park 88 Alpha Street, Cambridge 3434",Waikato,North,True,4,False,Unlimited,4,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:4}",True,False,-37.8940045,175.4714022,AC,4,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2022-01-01,1,2022
7,Z Rolleston,Z Energy,Z Energy,"4 Brookside Road, Rolleston 7614, New Zealand",Canterbury,South,True,4,False,Unlimited,6,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-43.591442,172.3776,DC,6,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,50,,,,,,,50,50,,,2022-05-12,5,2022
8,Z Moorhouse,Z Energy,Z Energy,"40 Moorhouse Avenue, Half Moon Bay, Christchurch 8011, New Zealand",Canterbury,South,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.540028,172.62218,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2022-11-23,11,2022
9,Z Botany Downs,Z Energy,Z Energy,"550 Te Irirangi Drive, Botany Downs, Auckland 2013, New Zealand",Auckland,North,True,2,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.93105,174.91133,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2022-12-08,12,2022
10,Z Turangi,Z Energy,Z Energy,"Cnr State Highway One and, Pihanga Rd, Turangi 3334, New Zealand",Waikato,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-38.990505,175.81082,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2022-10-27,10,2022
11,Z Petone,Z Energy,Z Energy,"Cnr Jackson Street and Hutt Road, Petone, Wellington 5012, New Zealand",Wellington,North,True,2,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.222412,174.86925,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2022-12-01,12,2022
12,Z Beach Road,Z Energy,Z Energy,"150 Beach Road, Parnell, Auckland 1010, New Zealand",Auckland,North,True,2,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.849667,174.77455,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2022-10-28,10,2022
13,Z Vivian Street,Z Energy,Z Energy,"174 Vivian Street, Te Aro, Wellington 6011, New Zealand",Wellington,North,True,2,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.29433,174.77408,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2022-09-12,9,2022
14,Z Remutaka,Z Energy,Z Energy,"1193 Fergusson Drive, North, Upper Hutt 5018, New Zealand",Wellington,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.1088938048998,175.09734600097,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2022-11-30,11,2022
15,Z Rotokauri,Z Energy,Z Energy,"387 Wairere Drive, Burbush, Hamilton 3288, New Zealand",Waikato,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.7542925259544,175.230640477867,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2022-12-06,12,2022
16,Z Bethlehem,Z Energy,Z Energy,"253B State Highway 2, Bethlehem, Tauranga 3110, New Zealand",Bay of Plenty,North,True,2,False,Unlimited,2,"{DC, 180 kW, CHAdeMO, Status: Operative, Count:1},{DC, 180 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-37.6960080355836,176.107002452853,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2023-05-12,5,2023
17,Z Warkworth,Z Energy,Z Energy,"1 Hudson Road, Warkworth, Auckland, 0910, New Zealand",Auckland,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.3924156920627,174.651296943968,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2023-04-18,4,2023
18,Z Te Kuiti,Z Energy,Z Energy,"76 Te Kumi Road, Te Kuiti 3910, New Zealand",Waikato,North,True,3,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-38.3239195079783,175.152670531346,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,50,,,,,,,50,50,,,2023-05-19,5,2023
19,Z Hautapu,Z Energy,Z Energy,"167 Victoria Road, RD1, Cambridge 3493, New Zealand",Waikato,North,True,5,False,Unlimited,7,"{DC, 120 kW, Type 2 CCS, Status: Inoperative, Count:5},{DC, 120 kW, CHAdeMO, Status: Inoperative, Count:2}",True,False,-37.8670039019647,175.456851829477,DC,0,7,0,False,False,False,False,False,True,False,True,False,,,,,,,120,120,,,,,,,120,120,,,2023-08-28,8,2023
20,Z Kumeu,Z Energy,Z Energy,"134-152 Main Road, Kumeu, Auckland 0810, New Zealand",Auckland,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 180 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.7742645462324,174.552272340274,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2023-05-15,5,2023
21,Z Wiri Station Road,Z Energy,Z Energy,"83 Wiri Station Road, Wiri, Manukau City 2104, New Zealand",Auckland,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Inoperative, Count:3},{DC, 180 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-36.9995213491901,174.871172962801,DC,0,4,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2023-10-27,10,2023
22,Moore Wilson's - Porirua,Thundergrid Ltd,Thundergrid Ltd,"65 Kenepuru Drive, Porirua 5022",Wellington,North,True,1,True,,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.14883782,174.8371254,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2021-01-17,1,2021
23,Moore Wilson's - Masterton,Thundergrid Ltd,Thundergrid Ltd,"120 Dixon Street, Masterton 5810",Wellington,North,True,2,False,,2,"{DC, 68 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 68 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-40.95304511,175.6572847,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,68,68,,,,,,,68,68,,,2023-02-21,2,2023
24,Sustainability Trust - Wellington,Thundergrid Ltd,Thundergrid Ltd,"2 Forresters Lane, Te Aro, Wellington 6011",Wellington,North,True,1,True,,1,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,False,-41.29427436,174.7815621,AC,1,0,0,False,True,False,False,False,False,False,False,False,,,22,22,,,,,,,,,,,,,,,2022-08-16,8,2022
25,Z Waiouru,Z Energy,Z Energy,"9 State Highway 1, Waiouru 4825, New Zealand",Manawatu-Whanganui,North,True,2,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Inoperative, Count:4}",True,False,-39.478806,175.66858,DC,0,4,0,False,False,False,False,False,True,False,False,False,,,,,,,200,200,,,,,,,,,,,2023-05-22,5,2023
26,Z Sawyers Arms,Z Energy,Z Energy,"530 Sawyers Arms Road, Bishopdale, Christchurch 8051",Canterbury,South,True,4,False,Unlimited,4,"{DC, 150 kW, CHAdeMO, Status: Inoperative, Count:2},{DC, 150 kW, Type 2 CCS, Status: Inoperative, Count:2}",True,False,-43.4710228818025,172.570062171933,DC,0,4,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,150,150,,,2023-08-01,8,2023
27,Z Masterton,Z Energy,Z Energy,"80 Chapel Street, Masterton 5810",Wellington,North,True,4,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Inoperative, Count:4}",True,False,-40.9502296756278,175.658348717532,DC,0,4,0,False,False,False,False,False,True,False,False,False,,,,,,,200,200,,,,,,,,,,,2023-10-06,10,2023
28,Z Miramar,Z Energy,Z Energy,"27 Miramar Avenue, Miramar, Wellington 6022",Wellington,North,True,2,False,Unlimited,2,"{DC, 150 kW, Type 2 CCS, Status: Inoperative, Count:2}",True,False,-41.3150513542347,174.81389970737,DC,0,2,0,False,False,False,False,False,True,False,False,False,,,,,,,150,150,,,,,,,,,,,2023-09-27,9,2023
29,Z Stratford,Z Energy,Z Energy,"Cnr Broadway and, Regan Street, Stratford 4332",Taranaki,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Inoperative, Count:3},{DC, 180 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-39.3375192652375,174.283661230511,DC,0,4,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2023-10-10,10,2023
30,Z Tom Pearce Drive,Z Energy,Z Energy,"Tom Pearce Drive, Auckland Airport, Auckland 2022",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-36.999134090826,174.797153568121,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-09-15,9,2023
31,Z Picton,Z Energy,Z Energy,"101 High Street, Picton 7220",Marlborough,South,True,2,False,Unlimited,2,"{DC, 75 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-41.2921025816449,174.006499408477,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-08-31,8,2023
32,Z Fairy Springs,Z Energy,Z Energy,"23 Fairy Springs Road, Fairy Springs, Rotorua 3015",Bay of Plenty,North,True,4,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Inoperative, Count:3},{DC, 180 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-38.1229369806471,176.230636767166,DC,0,4,0,False,False,False,False,False,True,False,True,False,,,,,,,180,180,,,,,,,180,180,,,2023-10-09,10,2023
33,Z Royal Oak,Z Energy,Z Energy,"700 Mount Albert Road, Royal Oak, Auckland 1023",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-36.9110561815696,174.773619163663,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-09-29,9,2023
34,Z Point Chevalier,Z Energy,Z Energy,"1125/1143 Great North Road, Point Chevalier, Auckland 0110",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-36.8693018641101,174.71248818123,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-11-02,11,2023
35,Z Pakuranga,Z Energy,Z Energy,"470 Pakuranga Road, Half Moon Bay, Auckland 2012",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-36.9001095717768,174.899476996167,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-11-16,11,2023
36,Z Waikumete,Z Energy,Z Energy,"4155 Great North Road, Glen Eden, Auckland 0602",Auckland,North,True,3,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Inoperative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-36.9003308381688,174.653143806107,DC,0,4,0,False,False,False,False,False,True,False,True,False,,,,,,,180,50,,,,,,,50,50,,,2023-12-04,12,2023
37,Z Taranaki St,Z Energy,Z Energy,"155 Taranaki Street, Te Aro, Wellington, 6011",Taranaki,North,True,2,False,Unlimited,2,"{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-41.297413,174.77634,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2023-12-15,12,2023
38,Z VIC Corner,Z Energy,Z Energy,"545-555 High Street, Boulcott, Lower Hutt, 5010",Wellington,North,True,2,False,Unlimited,2,"{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-41.204243,174.9143,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2023-12-20,12,2023
39,Z Constellation Drive,Z Energy,Z Energy,"36 Constellation Drive, Rosedale, Auckland 0632",Auckland,North,True,2,False,Unlimited,2,"{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-36.748466,174.7321,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2023-11-09,11,2023
40,Z Matamata,Z Energy,Z Energy,"Cnr Waharoa Road and Peria Road, Matamata 3400",Waikato,North,True,3,False,Unlimited,4,"{DC, 180 kW, Type 2 CCS, Status: Inoperative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-37.80845,175.77036,DC,0,4,0,False,False,False,False,False,True,False,True,False,,,,,,,180,50,,,,,,,50,50,,,2024-01-22,1,2024
41,Z Bombay,Z Energy,Z Energy,"Cnr Mill Road &, Great South Road, Bombay, Auckland 2675",Auckland,North,True,4,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Inoperative, Count:4}",True,False,-37.1920035811277,174.983389317562,DC,0,4,0,False,False,False,False,False,True,False,False,False,,,,,,,200,200,,,,,,,,,,,2023-12-15,12,2023
42,Z Kepa Road,Z Energy,Z Energy,"154 Kepa Road, Orakei, Auckland 1071",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-36.861553,174.8234,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-11-30,11,2023
43,Z Ngatea,Z Energy,Z Energy,"77 Orchard West Road, Ngatea 3503",Waikato,North,True,4,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Inoperative, Count:4}",True,False,-37.2762585651068,175.490848596334,DC,0,4,0,False,False,False,False,False,True,False,False,False,,,,,,,200,200,,,,,,,,,,,2023-12-10,12,2023
44,Z Ashburton,Z Energy,Z Energy,"141 West Street, Ashburton 7700",Canterbury,South,True,4,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 200 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-43.9048041514059,171.745152487853,DC,3,1,0,False,False,False,False,False,True,False,False,False,,,,,,,200,200,,,,,,,,,,,2023-11-28,11,2023
45,Z Putaruru,Z Energy,Z Energy,"68-70 Tirau Street, Putāruru 3411",Waikato,North,True,3,False,Unlimited,3,"{DC, 120 kW, Type 2 CCS, Status: Inoperative, Count:2},{DC, 120 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-38.0474559113578,175.780496191148,DC,0,3,0,False,False,False,False,False,True,False,True,False,,,,,,,120,120,,,,,,,120,120,,,2023-12-13,12,2023
46,bp charge Bombay,BP,bp charge,"216 MILL ROAD, BOMBAY, Auckland 2675",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.1928925602966,174.98125992209,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-04-14,4,2023
47,bp charge Cambridge,BP,bp charge,"98 Victoria Street Leamington, Waikato 3434, ",Waikato,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.89063215,175.4674683,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2022-12-01,12,2022
48,bp charge Cavendish,BP,bp charge,"116 Cavendish Drive, Manukau, Auckland 2104",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.9904085235478,174.867748660118,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-05-19,5,2023
49,bp charge Dairy Flat,BP,bp charge,"Auckland-Waiwera Motorway State Highway 1, Dairy Flat, Auckland 0794",Auckland,North,True,4,False,Unlimited,4,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.6596261184466,174.666754398333,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-04-21,4,2023
50,bp charge Dallington,BP,bp charge,"712 Gloucester Street Lynwood East, Canterbury 8062, ",Canterbury,South,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.5255715,172.6736171,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-03-03,3,2023
51,bp charge Edgeware,BP,bp charge,Edgeware Road & Cranford Street Christchurch,Canterbury,South,True,2,False,Unlimited,2,"{DC, 75 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-43.51286344,172.637772,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2022-12-14,12,2022
52,bp charge Fendalton,BP,bp charge,"1 Memorial Avenue, Ilam, Christchurch 8053, ",Canterbury,South,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.5189556072734,172.590019976721,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-02-15,2,2023
53,bp charge Flat Bush,BP,bp charge,"300 Ormiston Road, Flat Bush, Auckland",Auckland,North,True,4,False,Unlimited,4,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 150 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.9631358548379,174.901361597483,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,150,150,,,2023-07-27,7,2023
54,bp charge Frankton,BP,bp charge,"Cnr Massey Street and Lincoln Street, Frankton, Hamilton 3204 ",Waikato,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.788896,175.258885,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-05-23,5,2023
55,bp charge Glenview,BP,bp charge,"216 Ohaupo Road Glenview, Waikato 3206, New Zealand",Waikato,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.822233,175.286619,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-05-23,5,2023
56,bp charge Greenlane,BP,bp charge,"93 Green Lane East, Remuera, Auckland 1050",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.8924336367827,174.797130892625,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-02-24,2,2023
57,bp charge Herne bay,BP,bp charge,"136 Jervois Road, Herne Bay, Auckland",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.8455654090743,174.738132568751,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-04-17,4,2023
58,bp charge Horsham downs,BP,bp charge,"36 Horsham Downs Road, Thomas Road, Rototuna North, Hamilton 3210 ",Waikato,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-37.730085922321,175.273935579623,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-05-18,5,2023
59,bp charge Kapiti,BP,bp charge,"108 Kapiti Road, New Zealand",Wellington,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-40.907420718089,174.999682634393,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-04-19,4,2023
60,bp charge Larnoch,BP,bp charge,"223 Swanson Road, Henderson, Auckland 0610",Auckland,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.8637101977115,174.615322001852,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-03-20,3,2023
61,bp charge Levin,BP,bp charge,"59 Oxford Street Horowhenua, Manawatu-Wanganui 5510,",Manawatu-Whanganui,North,True,2,False,Unlimited,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-40.6293221410546,175.278570826948,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-05-25,5,2023
62,bp charge Lincoln Road,BP,bp charge,"136 Lincoln Road Henderson, Auckland",Auckland,North,True,4,False,Unlimited,4,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 75 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-36.8636241059603,174.628481385844,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,75,75,,,2023-06-22,6,2023
